prescribing_cost,date,prescribing_items,prescribing_quantity,organisation_code,organisation_name,year,month,cost_per_item
823.54,2024-08-01,225,6467,04Y,NHS CANNOCK CHASE,2024,8,3.6601777777777778
1361.7,2024-08-01,381,12252,05D,NHS EAST STAFFORDSHIRE,2024,8,3.574015748031496
1464.63,2024-08-01,381,12794,05G,NHS NORTH STAFFORDSHIRE,2024,8,3.844173228346457
1256.1,2024-08-01,309,12253,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2024,8,4.06504854368932
895.53,2024-08-01,224,9091,05V,NHS STAFFORD AND SURROUNDS,2024,8,3.997901785714286
1732.79,2024-08-01,467,16149,05W,NHS STOKE ON TRENT,2024,8,3.710471092077088
8362.13,2024-08-01,2015,91843,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2024,8,4.149940446650124
4792.09,2024-08-01,1236,43594,06K,NHS EAST AND NORTH HERTFORDSHIRE,2024,8,3.8770954692556634
2378.51,2024-08-01,618,21337,06L,NHS IPSWICH AND EAST SUFFOLK,2024,8,3.8487216828478967
3901.67,2024-08-01,1027,36892,06N,NHS HERTS VALLEYS,2024,8,3.7990944498539436
2997.81,2024-08-01,830,28907,06Q,NHS MID ESSEX,2024,8,3.6118192771084336
3375.99,2024-08-01,862,28868,06T,NHS NORTH EAST ESSEX,2024,8,3.916461716937355
969.63,2024-08-01,256,9394,07G,NHS THURROCK,2024,8,3.7876171875
2501.78,2024-08-01,672,24329,07H,NHS WEST ESSEX,2024,8,3.722886904761905
2480.49,2024-08-01,681,20408,07K,NHS WEST SUFFOLK,2024,8,3.6424229074889864
1808.39,2024-08-01,478,14592,09D,NHS BRIGHTON AND HOVE,2024,8,3.783242677824268
4932.35,2024-08-01,1247,52164,10Q,NHS OXFORDSHIRE,2024,8,3.955372894947875
1402.18,2024-08-01,374,12529,10R,NHS PORTSMOUTH,2024,8,3.7491443850267383
4500.14,2024-08-01,1171,37944,11J,NHS DORSET,2024,8,3.8429888983774556
3973.73,2024-08-01,1090,34874,11M,NHS GLOUCESTERSHIRE,2024,8,3.645623853211009
3975.34,2024-08-01,1036,34774,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2024,8,3.8372007722007724
1645.32,2024-08-01,404,15026,11X,NHS SOMERSET,2024,8,4.072574257425742
1980.94,2024-08-01,546,18024,12F,NHS WIRRAL,2024,8,3.6280952380952383
2615.31,2024-08-01,696,26231,13T,NHS NEWCASTLE GATESHEAD,2024,8,3.7576293103448277
2881.9,2024-08-01,735,33070,14L,NHS MANCHESTER,2024,8,3.920952380952381
3849.29,2024-08-01,1032,34592,14Y,NHS BUCKINGHAMSHIRE,2024,8,3.729932170542636
2891.88,2024-08-01,726,26485,15A,NHS BERKSHIRE WEST,2024,8,3.9833057851239673
5251.53,2024-08-01,1401,50052,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2024,8,3.748415417558886
9052.81,2024-08-01,2337,83293,15E,NHS BIRMINGHAM AND SOLIHULL,2024,8,3.873688489516474
3634.78,2024-08-01,930,36182,15F,NHS LEEDS,2024,8,3.9083655913978497
7288.83,2024-08-01,1873,71129,15M,NHS DERBY AND DERBYSHIRE,2024,8,3.891526962092899
9004.54,2024-08-01,2307,82261,15N,NHS DEVON,2024,8,3.9031382748157784
4121.95,2024-08-01,1072,39552,16C,NHS TEES VALLEY,2024,8,3.8451026119402982
6808.23,2024-08-01,1768,58663,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2024,8,3.8508088235294116
8089.99,2024-08-01,2146,70503,26A,NHS NORFOLK AND WAVENEY,2024,8,3.76979962721342
3318.51,2024-08-01,900,32162,27D,NHS CHESHIRE,2024,8,3.6872333333333334
2568.59,2024-08-01,606,26383,36J,NHS BRADFORD DISTRICT AND CRAVEN,2024,8,4.238597359735974
8673.37,2024-08-01,2216,83122,36L,NHS SOUTH WEST LONDON,2024,8,3.9139756317689534
1436.01,2024-08-01,358,13988,42D,NHS NORTH YORKSHIRE,2024,8,4.011201117318436
5584.1,2024-08-01,1446,50406,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2024,8,3.861756569847856
6341.65,2024-08-01,1635,66117,70F,NHS WEST SUSSEX,2024,8,3.8786850152905195
6575.46,2024-08-01,1787,54962,71E,NHS LINCOLNSHIRE,2024,8,3.6796082820369334
10549.44,2024-08-01,2813,98767,72Q,NHS SOUTH EAST LONDON,2024,8,3.750245289726271
4714.43,2024-08-01,1196,41790,78H,NHS NORTHAMPTONSHIRE,2024,8,3.94183110367893
4119.15,2024-08-01,1066,37632,84H,NHS COUNTY DURHAM,2024,8,3.864118198874296
10153.14,2024-08-01,2774,99750,91Q,NHS KENT AND MEDWAY,2024,8,3.6601081470800287
6139.67,2024-08-01,1661,57737,92A,NHS SURREY HEARTLANDS,2024,8,3.696369656833233
5915.46,2024-08-01,1575,51067,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2024,8,3.755847619047619
7731.28,2024-08-01,1932,77138,93C,NHS NORTH CENTRAL LONDON,2024,8,4.001697722567288
3424.42,2024-08-01,853,32047,97R,NHS EAST SUSSEX,2024,8,4.014560375146542
2348.89,2024-08-01,655,22892,99A,NHS LIVERPOOL,2024,8,3.586091603053435
1324.24,2024-08-01,335,11661,99C,NHS NORTH TYNESIDE,2024,8,3.952955223880597
1638.94,2024-08-01,440,14362,99E,NHS BASILDON AND BRENTWOOD,2024,8,3.7248636363636365
1718.73,2024-08-01,462,13875,99F,NHS CASTLE POINT AND ROCHFORD,2024,8,3.7201948051948053
2664.73,2024-08-01,702,24437,99G,NHS SOUTHEND,2024,8,3.795911680911681
12941.12,2024-08-01,3503,122256,A3A8R,NHS NORTH EAST LONDON,2024,8,3.6942963174421926
6865.18,2024-08-01,1883,58558,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2024,8,3.6458736059479557
5910.35,2024-08-01,1516,53532,D2P2L,NHS BLACK COUNTRY,2024,8,3.898647757255937
4964.71,2024-08-01,1359,43800,D4U1Y,NHS FRIMLEY,2024,8,3.6532082413539366
9426.24,2024-08-01,2481,82823,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2024,8,3.799371221281741
8922.66,2024-08-01,2359,77183,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2024,8,3.782390843577787
2551.36,2024-08-01,694,22521,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2024,8,3.6763112391930837
10948.48,2024-08-01,2873,99818,W2U3Z,NHS NORTH WEST LONDON,2024,8,3.8108179603202226
2618.06,2024-08-01,621,26774,X2C4Y,NHS KIRKLEES,2024,8,4.215877616747182
1858.92,2024-09-01,546,17958,00L,NHS NORTHUMBERLAND,2024,9,3.4046153846153846
517.86,2024-09-01,144,6063,00N,NHS SOUTH TYNESIDE,2024,9,3.59625
1023.66,2024-09-01,316,10078,00P,NHS SUNDERLAND,2024,9,3.2394303797468353
711.75,2024-09-01,212,7527,00Q,NHS BLACKBURN WITH DARWEN,2024,9,3.357311320754717
1035.18,2024-09-01,332,10219,00R,NHS BLACKPOOL,2024,9,3.1180120481927713
1190.77,2024-09-01,347,12224,00T,NHS BOLTON,2024,9,3.4316138328530257
733.74,2024-09-01,174,10470,00V,NHS BURY,2024,9,4.216896551724138
859.1,2024-09-01,228,10629,00X,NHS CHORLEY AND SOUTH RIBBLE,2024,9,3.7679824561403508
1022.05,2024-09-01,272,13960,00Y,NHS OLDHAM,2024,9,3.757536764705882
1481.42,2024-09-01,432,15761,01A,NHS EAST LANCASHIRE,2024,9,3.4292129629629633
843.41,2024-09-01,220,12510,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2024,9,3.833681818181818
1054.44,2024-09-01,294,12308,01E,NHS GREATER PRESTON,2024,9,3.586530612244898
517.74,2024-09-01,157,5409,01F,NHS HALTON,2024,9,3.2977070063694267
1324.56,2024-09-01,344,17225,01G,NHS SALFORD,2024,9,3.8504651162790697
1892.56,2024-09-01,585,18992,01H,NHS NORTH CUMBRIA,2024,9,3.235145299145299
649.13,2024-09-01,210,6297,01J,NHS KNOWSLEY,2024,9,3.091095238095238
2187.05,2024-09-01,599,23344,01K,NHS MORECAMBE BAY,2024,9,3.6511686143572626
593.94,2024-09-01,196,5675,01T,NHS SOUTH SEFTON,2024,9,3.03030612244898
602.58,2024-09-01,179,5863,01V,NHS SOUTHPORT AND FORMBY,2024,9,3.3663687150837993
1604.69,2024-09-01,423,21353,01W,NHS STOCKPORT,2024,9,3.793593380614657
765.52,2024-09-01,250,7825,01X,NHS ST HELENS,2024,9,3.06208
553.74,2024-09-01,155,5956,01Y,NHS TAMESIDE AND GLOSSOP,2024,9,3.572516129032258
1139.39,2024-09-01,296,14033,02A,NHS TRAFFORD,2024,9,3.849290540540541
838.86,2024-09-01,230,9494,02E,NHS WARRINGTON,2024,9,3.647217391304348
466.53,2024-09-01,140,4257,02G,NHS WEST LANCASHIRE,2024,9,3.3323571428571426
1718.76,2024-09-01,475,19541,02H,NHS WIGAN BOROUGH,2024,9,3.6184421052631577
1101.98,2024-09-01,360,10793,02M,NHS FYLDE AND WYRE,2024,9,3.0610555555555554
1252.6,2024-09-01,346,11395,02P,NHS BARNSLEY,2024,9,3.6202312138728323
556.58,2024-09-01,152,5758,02Q,NHS BASSETLAW,2024,9,3.66171052631579
866.23,2024-09-01,249,7382,02T,NHS CALDERDALE,2024,9,3.478835341365462
1351.2,2024-09-01,368,13317,02X,NHS DONCASTER,2024,9,3.6717391304347826
1125.52,2024-09-01,343,10713,02Y,NHS EAST RIDING OF YORKSHIRE,2024,9,3.281399416909621
951.48,2024-09-01,291,9183,03F,NHS HULL,2024,9,3.2696907216494844
910.35,2024-09-01,266,8298,03H,NHS NORTH EAST LINCOLNSHIRE,2024,9,3.4223684210526315
887.9,2024-09-01,260,7898,03K,NHS NORTH LINCOLNSHIRE,2024,9,3.415
1814.19,2024-09-01,485,17556,03L,NHS ROTHERHAM,2024,9,3.74059793814433
3756.39,2024-09-01,1040,38931,03N,NHS SHEFFIELD,2024,9,3.6119134615384616
386.6,2024-09-01,114,4093,03Q,NHS VALE OF YORK,2024,9,3.3912280701754387
2054.22,2024-09-01,573,20047,03R,NHS WAKEFIELD,2024,9,3.585026178010471
3281.71,2024-09-01,879,37209,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2024,9,3.733458475540387
2700.33,2024-09-01,727,30492,04C,NHS LEICESTER CITY,2024,9,3.714346629986245
3866,2024-09-01,1109,38105,04V,NHS WEST LEICESTERSHIRE,2024,9,3.4860234445446348
790.5,2024-09-01,225,6076,04Y,NHS CANNOCK CHASE,2024,9,3.513333333333333
1400.41,2024-09-01,416,12764,05D,NHS EAST STAFFORDSHIRE,2024,9,3.3663701923076923
1418.45,2024-09-01,388,15499,05G,NHS NORTH STAFFORDSHIRE,2024,9,3.655798969072165
1170.95,2024-09-01,323,11956,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2024,9,3.625232198142415
1026.82,2024-09-01,272,10490,05V,NHS STAFFORD AND SURROUNDS,2024,9,3.7750735294117646
1799.38,2024-09-01,512,19375,05W,NHS STOKE ON TRENT,2024,9,3.5144140625
7564.95,2024-09-01,2042,77077,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2024,9,3.704676787463271
4449.28,2024-09-01,1217,42785,06K,NHS EAST AND NORTH HERTFORDSHIRE,2024,9,3.6559408381265404
2226.14,2024-09-01,644,20217,06L,NHS IPSWICH AND EAST SUFFOLK,2024,9,3.4567391304347823
3605.16,2024-09-01,991,38450,06N,NHS HERTS VALLEYS,2024,9,3.637901109989909
2770.96,2024-09-01,809,25997,06Q,NHS MID ESSEX,2024,9,3.425166872682324
3259.35,2024-09-01,893,29757,06T,NHS NORTH EAST ESSEX,2024,9,3.6498880179171334
935.92,2024-09-01,272,9725,07G,NHS THURROCK,2024,9,3.4408823529411765
2261.65,2024-09-01,656,31123,07H,NHS WEST ESSEX,2024,9,3.4476371951219513
2190.34,2024-09-01,654,19992,07K,NHS WEST SUFFOLK,2024,9,3.3491437308868504
1648.47,2024-09-01,470,16234,09D,NHS BRIGHTON AND HOVE,2024,9,3.5073829787234043
4121.71,2024-09-01,1178,44369,10Q,NHS OXFORDSHIRE,2024,9,3.498904923599321
1306.76,2024-09-01,368,12701,10R,NHS PORTSMOUTH,2024,9,3.5509782608695653
3791.73,2024-09-01,1121,33335,11J,NHS DORSET,2024,9,3.3824531668153432
3895.32,2024-09-01,1105,39050,11M,NHS GLOUCESTERSHIRE,2024,9,3.5251764705882356
3472.82,2024-09-01,981,31794,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2024,9,3.5400815494393476
1570.45,2024-09-01,438,15775,11X,NHS SOMERSET,2024,9,3.585502283105023
2047.76,2024-09-01,596,20871,12F,NHS WIRRAL,2024,9,3.4358389261744966
2257.04,2024-09-01,612,26060,13T,NHS NEWCASTLE GATESHEAD,2024,9,3.68797385620915
3031.26,2024-09-01,790,34672,14L,NHS MANCHESTER,2024,9,3.8370379746835446
3287.03,2024-09-01,963,33744,14Y,NHS BUCKINGHAMSHIRE,2024,9,3.413322949117342
2626.26,2024-09-01,700,27689,15A,NHS BERKSHIRE WEST,2024,9,3.7518000000000002
4767.17,2024-09-01,1396,50778,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2024,9,3.4148782234957022
8299.61,2024-09-01,2338,87350,15E,NHS BIRMINGHAM AND SOLIHULL,2024,9,3.5498759623609923
3403.51,2024-09-01,944,36008,15F,NHS LEEDS,2024,9,3.6054131355932206
6379.22,2024-09-01,1806,66740,15M,NHS DERBY AND DERBYSHIRE,2024,9,3.5322369878183832
7874.28,2024-09-01,2214,80812,15N,NHS DEVON,2024,9,3.5565853658536586
3759.67,2024-09-01,1051,39218,16C,NHS TEES VALLEY,2024,9,3.5772312083729783
6339.36,2024-09-01,1787,60835,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2024,9,3.547487409065473
7073.8,2024-09-01,1999,66673,26A,NHS NORFOLK AND WAVENEY,2024,9,3.538669334667334
3428.18,2024-09-01,1010,33512,27D,NHS CHESHIRE,2024,9,3.394237623762376
2543.69,2024-09-01,596,23427,36J,NHS BRADFORD DISTRICT AND CRAVEN,2024,9,4.267936241610738
7983.48,2024-09-01,2294,83285,36L,NHS SOUTH WEST LONDON,2024,9,3.480156931124673
1238.56,2024-09-01,353,12602,42D,NHS NORTH YORKSHIRE,2024,9,3.508668555240793
5249.52,2024-09-01,1430,55366,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2024,9,3.6709930069930072
5729.4,2024-09-01,1651,57657,70F,NHS WEST SUSSEX,2024,9,3.470260448213204
6072.8,2024-09-01,1822,57793,71E,NHS LINCOLNSHIRE,2024,9,3.333040614709111
9487.51,2024-09-01,2757,96988,72Q,NHS SOUTH EAST LONDON,2024,9,3.4412441059122236
4587.52,2024-09-01,1244,47270,78H,NHS NORTHAMPTONSHIRE,2024,9,3.6877170418006435
3775.02,2024-09-01,1014,37159,84H,NHS COUNTY DURHAM,2024,9,3.7228994082840234
8842.64,2024-09-01,2655,92099,91Q,NHS KENT AND MEDWAY,2024,9,3.3305612052730695
6081.35,2024-09-01,1789,61474,92A,NHS SURREY HEARTLANDS,2024,9,3.399301285634433
5542.91,2024-09-01,1598,53487,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2024,9,3.4686545682102627
7562.25,2024-09-01,2101,80712,93C,NHS NORTH CENTRAL LONDON,2024,9,3.5993574488338886
2989.82,2024-09-01,845,28753,97R,NHS EAST SUSSEX,2024,9,3.5382485207100594
2124.29,2024-09-01,652,20836,99A,NHS LIVERPOOL,2024,9,3.2581134969325154
1123.87,2024-09-01,304,11218,99C,NHS NORTH TYNESIDE,2024,9,3.696940789473684
1479.7,2024-09-01,434,13418,99E,NHS BASILDON AND BRENTWOOD,2024,9,3.409447004608295
1779.6,2024-09-01,492,15202,99F,NHS CASTLE POINT AND ROCHFORD,2024,9,3.617073170731707
2604.01,2024-09-01,730,25176,99G,NHS SOUTHEND,2024,9,3.56713698630137
12479.64,2024-09-01,3604,136616,A3A8R,NHS NORTH EAST LONDON,2024,9,3.462719200887902
6688.08,2024-09-01,1971,65115,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2024,9,3.39324200913242
5180.47,2024-09-01,1445,52184,D2P2L,NHS BLACK COUNTRY,2024,9,3.5851003460207616
4737.38,2024-09-01,1330,49304,D4U1Y,NHS FRIMLEY,2024,9,3.56193984962406
8701.56,2024-09-01,2489,83975,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2024,9,3.4960064282844514
8500.16,2024-09-01,2448,81259,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2024,9,3.472287581699346
2163.15,2024-09-01,634,22560,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2024,9,3.4119085173501578
9826.17,2024-09-01,2802,96669,W2U3Z,NHS NORTH WEST LONDON,2024,9,3.5068415417558887
2107.28,2024-09-01,592,22439,X2C4Y,NHS KIRKLEES,2024,9,3.559594594594595
2178.55,2024-10-01,596,24230,00L,NHS NORTHUMBERLAND,2024,10,3.655285234899329
438.16,2024-10-01,134,4875,00N,NHS SOUTH TYNESIDE,2024,10,3.269850746268657
1144.26,2024-10-01,376,12836,00P,NHS SUNDERLAND,2024,10,3.0432446808510636
693.36,2024-10-01,218,7623,00Q,NHS BLACKBURN WITH DARWEN,2024,10,3.1805504587155964
892.54,2024-10-01,316,8398,00R,NHS BLACKPOOL,2024,10,2.824493670886076
997.73,2024-10-01,286,12051,00T,NHS BOLTON,2024,10,3.4885664335664335
641.77,2024-10-01,172,7981,00V,NHS BURY,2024,10,3.731220930232558
758.41,2024-10-01,225,8273,00X,NHS CHORLEY AND SOUTH RIBBLE,2024,10,3.370711111111111
890.75,2024-10-01,268,10160,00Y,NHS OLDHAM,2024,10,3.3236940298507465
1662.08,2024-10-01,502,17961,01A,NHS EAST LANCASHIRE,2024,10,3.3109163346613544
797.94,2024-10-01,253,8385,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2024,10,3.153913043478261
1077.17,2024-10-01,323,12943,01E,NHS GREATER PRESTON,2024,10,3.334891640866873
518.28,2024-10-01,180,5048,01F,NHS HALTON,2024,10,2.8793333333333333
1254.93,2024-10-01,319,16731,01G,NHS SALFORD,2024,10,3.9339498432601885
1752.21,2024-10-01,585,16727,01H,NHS NORTH CUMBRIA,2024,10,2.995230769230769
634.48,2024-10-01,229,6176,01J,NHS KNOWSLEY,2024,10,2.7706550218340613
2037.68,2024-10-01,629,22602,01K,NHS MORECAMBE BAY,2024,10,3.239554848966614
601.47,2024-10-01,208,5977,01T,NHS SOUTH SEFTON,2024,10,2.8916826923076924
637.54,2024-10-01,206,6630,01V,NHS SOUTHPORT AND FORMBY,2024,10,3.0948543689320385
1451.8,2024-10-01,388,17087,01W,NHS STOCKPORT,2024,10,3.7417525773195877
735.46,2024-10-01,251,6516,01X,NHS ST HELENS,2024,10,2.9301195219123506
634.28,2024-10-01,182,7063,01Y,NHS TAMESIDE AND GLOSSOP,2024,10,3.485054945054945
990.87,2024-10-01,270,12260,02A,NHS TRAFFORD,2024,10,3.669888888888889
927.45,2024-10-01,294,8751,02E,NHS WARRINGTON,2024,10,3.154591836734694
400.22,2024-10-01,122,4141,02G,NHS WEST LANCASHIRE,2024,10,3.280491803278689
1303.38,2024-10-01,393,14542,02H,NHS WIGAN BOROUGH,2024,10,3.3164885496183207
1164.45,2024-10-01,371,12089,02M,NHS FYLDE AND WYRE,2024,10,3.138679245283019
1369.75,2024-10-01,421,13055,02P,NHS BARNSLEY,2024,10,3.253562945368171
672.3,2024-10-01,174,7182,02Q,NHS BASSETLAW,2024,10,3.8637931034482755
885.06,2024-10-01,276,8435,02T,NHS CALDERDALE,2024,10,3.2067391304347823
1344.21,2024-10-01,398,13409,02X,NHS DONCASTER,2024,10,3.3774120603015074
1203.92,2024-10-01,384,11819,02Y,NHS EAST RIDING OF YORKSHIRE,2024,10,3.1352083333333334
923.85,2024-10-01,304,9528,03F,NHS HULL,2024,10,3.0389802631578946
921.63,2024-10-01,280,10423,03H,NHS NORTH EAST LINCOLNSHIRE,2024,10,3.2915357142857142
995.32,2024-10-01,293,9902,03K,NHS NORTH LINCOLNSHIRE,2024,10,3.396996587030717
1568.02,2024-10-01,474,16215,03L,NHS ROTHERHAM,2024,10,3.3080590717299576
3974.63,2024-10-01,1161,42450,03N,NHS SHEFFIELD,2024,10,3.4234539190353144
470.52,2024-10-01,140,5363,03Q,NHS VALE OF YORK,2024,10,3.3608571428571428
2171.17,2024-10-01,650,21213,03R,NHS WAKEFIELD,2024,10,3.3402615384615384
3341.06,2024-10-01,979,35653,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2024,10,3.4127272727272726
3134.46,2024-10-01,831,39054,04C,NHS LEICESTER CITY,2024,10,3.771913357400722
3935.29,2024-10-01,1182,40552,04V,NHS WEST LEICESTERSHIRE,2024,10,3.3293485617597294
853.5,2024-10-01,266,8865,04Y,NHS CANNOCK CHASE,2024,10,3.2086466165413534
1499.85,2024-10-01,469,15897,05D,NHS EAST STAFFORDSHIRE,2024,10,3.197974413646055
1478.55,2024-10-01,435,14651,05G,NHS NORTH STAFFORDSHIRE,2024,10,3.398965517241379
1120.4,2024-10-01,353,10809,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2024,10,3.1739376770538246
1131.59,2024-10-01,310,12553,05V,NHS STAFFORD AND SURROUNDS,2024,10,3.650290322580645
1719.15,2024-10-01,534,16621,05W,NHS STOKE ON TRENT,2024,10,3.21938202247191
8390.64,2024-10-01,2247,92731,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2024,10,3.7341522029372496
4493.88,2024-10-01,1270,49412,06K,NHS EAST AND NORTH HERTFORDSHIRE,2024,10,3.538488188976378
2235.27,2024-10-01,653,21089,06L,NHS IPSWICH AND EAST SUFFOLK,2024,10,3.4230781010719755
3772.13,2024-10-01,1088,41889,06N,NHS HERTS VALLEYS,2024,10,3.4670312500000002
2953.61,2024-10-01,917,31210,06Q,NHS MID ESSEX,2024,10,3.220948745910578
2981.94,2024-10-01,890,29896,06T,NHS NORTH EAST ESSEX,2024,10,3.350494382022472
811.58,2024-10-01,259,8395,07G,NHS THURROCK,2024,10,3.1335135135135137
2590.67,2024-10-01,762,28129,07H,NHS WEST ESSEX,2024,10,3.3998293963254596
2412,2024-10-01,728,23156,07K,NHS WEST SUFFOLK,2024,10,3.3131868131868134
1590.11,2024-10-01,483,15924,09D,NHS BRIGHTON AND HOVE,2024,10,3.2921532091097307
4358.96,2024-10-01,1336,46464,10Q,NHS OXFORDSHIRE,2024,10,3.262694610778443
1259.16,2024-10-01,390,13459,10R,NHS PORTSMOUTH,2024,10,3.228615384615385
4395.73,2024-10-01,1340,42608,11J,NHS DORSET,2024,10,3.2803955223880594
3937.74,2024-10-01,1216,40469,11M,NHS GLOUCESTERSHIRE,2024,10,3.2382730263157895
3346.46,2024-10-01,1012,33341,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2024,10,3.306778656126482
1509.16,2024-10-01,449,14281,11X,NHS SOMERSET,2024,10,3.361158129175947
1864.43,2024-10-01,595,19592,12F,NHS WIRRAL,2024,10,3.133495798319328
2450.45,2024-10-01,738,28750,13T,NHS NEWCASTLE GATESHEAD,2024,10,3.320392953929539
2867.07,2024-10-01,813,35393,14L,NHS MANCHESTER,2024,10,3.5265313653136534
3179.12,2024-10-01,1002,32883,14Y,NHS BUCKINGHAMSHIRE,2024,10,3.1727744510978044
2937.27,2024-10-01,841,33856,15A,NHS BERKSHIRE WEST,2024,10,3.4925921521997623
4320.61,2024-10-01,1349,45716,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2024,10,3.202824314306894
8807.82,2024-10-01,2612,93156,15E,NHS BIRMINGHAM AND SOLIHULL,2024,10,3.3720597243491577
3493.57,2024-10-01,1006,42516,15F,NHS LEEDS,2024,10,3.472733598409543
6249.57,2024-10-01,1911,69303,15M,NHS DERBY AND DERBYSHIRE,2024,10,3.270313971742543
8044.18,2024-10-01,2388,83532,15N,NHS DEVON,2024,10,3.3685845896147404
3602.44,2024-10-01,1069,39047,16C,NHS TEES VALLEY,2024,10,3.369915809167446
6753.29,2024-10-01,1972,68625,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2024,10,3.4245892494929007
6919.91,2024-10-01,2047,67944,26A,NHS NORFOLK AND WAVENEY,2024,10,3.3805129457743037
3171.55,2024-10-01,1017,32274,27D,NHS CHESHIRE,2024,10,3.118534906588004
2497.08,2024-10-01,684,30321,36J,NHS BRADFORD DISTRICT AND CRAVEN,2024,10,3.650701754385965
7476.06,2024-10-01,2312,81246,36L,NHS SOUTH WEST LONDON,2024,10,3.233589965397924
1562.42,2024-10-01,417,17104,42D,NHS NORTH YORKSHIRE,2024,10,3.7468105515587533
5781.48,2024-10-01,1687,58980,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2024,10,3.427077652637818
6020.33,2024-10-01,1780,61445,70F,NHS WEST SUSSEX,2024,10,3.382207865168539
6670.62,2024-10-01,1999,64534,71E,NHS LINCOLNSHIRE,2024,10,3.3369784892446224
9782.18,2024-10-01,3080,102928,72Q,NHS SOUTH EAST LONDON,2024,10,3.1760324675324676
4430.07,2024-10-01,1289,45594,78H,NHS NORTHAMPTONSHIRE,2024,10,3.4368269976726142
3633.18,2024-10-01,1104,37248,84H,NHS COUNTY DURHAM,2024,10,3.290923913043478
8968.52,2024-10-01,2832,95498,91Q,NHS KENT AND MEDWAY,2024,10,3.1668502824858757
5663.16,2024-10-01,1755,61853,92A,NHS SURREY HEARTLANDS,2024,10,3.2268717948717947
5966.37,2024-10-01,1814,63168,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2024,10,3.2890683572216095
7069.84,2024-10-01,2165,74477,93C,NHS NORTH CENTRAL LONDON,2024,10,3.265515011547344
2948.42,2024-10-01,905,30028,97R,NHS EAST SUSSEX,2024,10,3.257922651933702
2052.41,2024-10-01,674,21237,99A,NHS LIVERPOOL,2024,10,3.0451186943620177
1335.88,2024-10-01,365,14985,99C,NHS NORTH TYNESIDE,2024,10,3.6599452054794526
1689.38,2024-10-01,517,18499,99E,NHS BASILDON AND BRENTWOOD,2024,10,3.267659574468085
1779.12,2024-10-01,519,18437,99F,NHS CASTLE POINT AND ROCHFORD,2024,10,3.4279768786127165
2478.41,2024-10-01,739,25790,99G,NHS SOUTHEND,2024,10,3.3537347767253043
12160.35,2024-10-01,3834,131927,A3A8R,NHS NORTH EAST LONDON,2024,10,3.1717136150234744
6725.07,2024-10-01,2098,68406,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2024,10,3.205467111534795
5086.23,2024-10-01,1565,51761,D2P2L,NHS BLACK COUNTRY,2024,10,3.249987220447284
4476.67,2024-10-01,1431,45996,D4U1Y,NHS FRIMLEY,2024,10,3.1283508036338223
8718.26,2024-10-01,2712,89686,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2024,10,3.2146976401179943
8754.33,2024-10-01,2696,90353,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2024,10,3.247155044510386
2395.01,2024-10-01,686,25168,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2024,10,3.4912682215743445
