prescribing_cost,date,prescribing_items,prescribing_quantity,organisation_code,organisation_name,year,month,cost_per_item
366.93,2022-06-01,163,5981,00N,NHS SOUTH TYNESIDE,2022,6,2.2511042944785276
877.68,2022-06-01,380,17701,00P,NHS SUNDERLAND,2022,6,2.309684210526316
463.16,2022-06-01,217,6953,00Q,NHS BLACKBURN WITH DARWEN,2022,6,2.134377880184332
671.15,2022-06-01,317,11120,00R,NHS BLACKPOOL,2022,6,2.117192429022082
936.66,2022-06-01,377,16107,00T,NHS BOLTON,2022,6,2.4845092838196288
722.24,2022-06-01,297,12587,00V,NHS BURY,2022,6,2.4317845117845116
662.58,2022-06-01,250,11044,00X,NHS CHORLEY AND SOUTH RIBBLE,2022,6,2.6503200000000002
870.56,2022-06-01,384,20963,00Y,NHS OLDHAM,2022,6,2.2670833333333333
1045.6,2022-06-01,448,17597,01A,NHS EAST LANCASHIRE,2022,6,2.3339285714285714
712,2022-06-01,313,14614,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2022,6,2.2747603833865813
727.26,2022-06-01,309,13288,01E,NHS GREATER PRESTON,2022,6,2.3535922330097088
337.49,2022-06-01,153,5111,01F,NHS HALTON,2022,6,2.2058169934640524
1313.24,2022-06-01,437,28147,01G,NHS SALFORD,2022,6,3.00512585812357
1494.45,2022-06-01,678,20987,01H,NHS NORTH CUMBRIA,2022,6,2.204203539823009
388.71,2022-06-01,192,6401,01J,NHS KNOWSLEY,2022,6,2.02453125
1860.21,2022-06-01,784,31259,01K,NHS MORECAMBE BAY,2022,6,2.372716836734694
430.67,2022-06-01,193,5669,01T,NHS SOUTH SEFTON,2022,6,2.2314507772020726
412.8,2022-06-01,172,6065,01V,NHS SOUTHPORT AND FORMBY,2022,6,2.4
1063.07,2022-06-01,448,19660,01W,NHS STOCKPORT,2022,6,2.372924107142857
471.21,2022-06-01,201,7022,01X,NHS ST HELENS,2022,6,2.344328358208955
489.26,2022-06-01,217,10294,01Y,NHS TAMESIDE AND GLOSSOP,2022,6,2.2546543778801844
999.94,2022-06-01,421,19935,02A,NHS TRAFFORD,2022,6,2.3751543942992877
513.8,2022-06-01,238,8526,02E,NHS WARRINGTON,2022,6,2.1588235294117646
254.3,2022-06-01,101,3534,02G,NHS WEST LANCASHIRE,2022,6,2.517821782178218
1431.61,2022-06-01,592,25015,02H,NHS WIGAN BOROUGH,2022,6,2.418260135135135
851.97,2022-06-01,383,11935,02M,NHS FYLDE AND WYRE,2022,6,2.224464751958225
869.19,2022-06-01,379,12093,02P,NHS BARNSLEY,2022,6,2.2933773087071243
284.17,2022-06-01,118,3672,02Q,NHS BASSETLAW,2022,6,2.408220338983051
537.91,2022-06-01,249,8222,02T,NHS CALDERDALE,2022,6,2.160281124497992
833.06,2022-06-01,313,13500,02X,NHS DONCASTER,2022,6,2.6615335463258782
751.99,2022-06-01,336,11887,02Y,NHS EAST RIDING OF YORKSHIRE,2022,6,2.238065476190476
831.1,2022-06-01,348,14378,03F,NHS HULL,2022,6,2.3882183908045977
631.48,2022-06-01,267,10309,03H,NHS NORTH EAST LINCOLNSHIRE,2022,6,2.3650936329588017
677.31,2022-06-01,303,11536,03K,NHS NORTH LINCOLNSHIRE,2022,6,2.2353465346534653
968.62,2022-06-01,412,15717,03L,NHS ROTHERHAM,2022,6,2.351019417475728
2896.18,2022-06-01,1229,48177,03N,NHS SHEFFIELD,2022,6,2.35653376729048
309.32,2022-06-01,128,4233,03Q,NHS VALE OF YORK,2022,6,2.4165625
1286,2022-06-01,576,20828,03R,NHS WAKEFIELD,2022,6,2.232638888888889
2144.71,2022-06-01,893,37815,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2022,6,2.401690929451288
1844.04,2022-06-01,799,35720,04C,NHS LEICESTER CITY,2022,6,2.3079349186483102
2361.21,2022-06-01,1087,37438,04V,NHS WEST LEICESTERSHIRE,2022,6,2.172226310947562
643.51,2022-06-01,256,9965,04Y,NHS CANNOCK CHASE,2022,6,2.5137109375
935.47,2022-06-01,406,15036,05D,NHS EAST STAFFORDSHIRE,2022,6,2.304113300492611
883.68,2022-06-01,383,15476,05G,NHS NORTH STAFFORDSHIRE,2022,6,2.3072584856396867
849.32,2022-06-01,375,12245,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2022,6,2.2648533333333334
619.89,2022-06-01,279,10709,05V,NHS STAFFORD AND SURROUNDS,2022,6,2.221827956989247
929.32,2022-06-01,383,16141,05W,NHS STOKE ON TRENT,2022,6,2.4264229765013057
5629.29,2022-06-01,2169,91907,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2022,6,2.595338865836791
2787.31,2022-06-01,1132,44547,06K,NHS EAST AND NORTH HERTFORDSHIRE,2022,6,2.4622879858657245
1420.57,2022-06-01,602,22931,06L,NHS IPSWICH AND EAST SUFFOLK,2022,6,2.359750830564784
2584.81,2022-06-01,1072,42604,06N,NHS HERTS VALLEYS,2022,6,2.4112033582089554
1752.85,2022-06-01,818,29028,06Q,NHS MID ESSEX,2022,6,2.142848410757946
2127.78,2022-06-01,923,35250,06T,NHS NORTH EAST ESSEX,2022,6,2.3052871072589385
678.25,2022-06-01,271,10775,07G,NHS THURROCK,2022,6,2.5027675276752768
1695.77,2022-06-01,698,28017,07H,NHS WEST ESSEX,2022,6,2.429469914040115
1658.78,2022-06-01,713,25666,07K,NHS WEST SUFFOLK,2022,6,2.3264796633941094
992.78,2022-06-01,446,14964,09D,NHS BRIGHTON AND HOVE,2022,6,2.2259641255605382
2816.91,2022-06-01,1229,48246,10Q,NHS OXFORDSHIRE,2022,6,2.292034174125305
860.68,2022-06-01,372,13737,10R,NHS PORTSMOUTH,2022,6,2.3136559139784945
2619.08,2022-06-01,1135,36251,11J,NHS DORSET,2022,6,2.307559471365639
2601.59,2022-06-01,1160,41791,11M,NHS GLOUCESTERSHIRE,2022,6,2.24275
2022.23,2022-06-01,924,31312,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2022,6,2.188560606060606
966,2022-06-01,430,17616,11X,NHS SOMERSET,2022,6,2.2465116279069766
1457.32,2022-06-01,665,23227,12F,NHS WIRRAL,2022,6,2.191458646616541
1803.45,2022-06-01,803,29260,13T,NHS NEWCASTLE GATESHEAD,2022,6,2.245890410958904
2227.73,2022-06-01,953,40302,14L,NHS MANCHESTER,2022,6,2.337597061909759
2125.38,2022-06-01,971,36537,14Y,NHS BUCKINGHAMSHIRE,2022,6,2.1888568486096807
1748.83,2022-06-01,763,29386,15A,NHS BERKSHIRE WEST,2022,6,2.2920445609436433
3178.9,2022-06-01,1495,51698,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2022,6,2.1263545150501675
5496.24,2022-06-01,2295,91442,15E,NHS BIRMINGHAM AND SOLIHULL,2022,6,2.394875816993464
2149.13,2022-06-01,946,39847,15F,NHS LEEDS,2022,6,2.271807610993658
3915.53,2022-06-01,1754,66308,15M,NHS DERBY AND DERBYSHIRE,2022,6,2.2323432155074117
5654.24,2022-06-01,2388,92718,15N,NHS DEVON,2022,6,2.3677721943048575
2480.92,2022-06-01,1108,41235,16C,NHS TEES VALLEY,2022,6,2.239097472924188
4788.09,2022-06-01,2089,77900,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2022,6,2.292048827190043
4388.5,2022-06-01,1912,63857,26A,NHS NORFOLK AND WAVENEY,2022,6,2.2952405857740588
2145.54,2022-06-01,917,36504,27D,NHS CHESHIRE,2022,6,2.3397382769901856
1572.5,2022-06-01,635,30325,36J,NHS BRADFORD DISTRICT AND CRAVEN,2022,6,2.4763779527559056
5512.91,2022-06-01,2422,96902,36L,NHS SOUTH WEST LONDON,2022,6,2.2761808422791083
979.68,2022-06-01,412,14208,42D,NHS NORTH YORKSHIRE,2022,6,2.3778640776699027
3397.91,2022-06-01,1505,54856,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2022,6,2.257747508305648
3737.32,2022-06-01,1568,57864,70F,NHS WEST SUSSEX,2022,6,2.3834948979591837
4183.45,2022-06-01,1900,65435,71E,NHS LINCOLNSHIRE,2022,6,2.201815789473684
6530.88,2022-06-01,2824,113817,72Q,NHS SOUTH EAST LONDON,2022,6,2.3126345609065155
3089.14,2022-06-01,1242,50336,78H,NHS NORTHAMPTONSHIRE,2022,6,2.487230273752013
2526.46,2022-06-01,973,36436,84H,NHS COUNTY DURHAM,2022,6,2.596567317574512
7344.65,2022-06-01,3197,126714,91Q,NHS KENT AND MEDWAY,2022,6,2.2973568970910225
4426.84,2022-06-01,1905,75159,92A,NHS SURREY HEARTLANDS,2022,6,2.3238005249343834
3892.06,2022-06-01,1625,59840,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2022,6,2.395113846153846
4498.13,2022-06-01,2031,76713,93C,NHS NORTH CENTRAL LONDON,2022,6,2.2147365829640573
2125.35,2022-06-01,921,34359,97R,NHS EAST SUSSEX,2022,6,2.307654723127036
1471.23,2022-06-01,663,24427,99A,NHS LIVERPOOL,2022,6,2.219049773755656
868.92,2022-06-01,364,14719,99C,NHS NORTH TYNESIDE,2022,6,2.387142857142857
1093.68,2022-06-01,474,15912,99E,NHS BASILDON AND BRENTWOOD,2022,6,2.307341772151899
1055.05,2022-06-01,435,15207,99F,NHS CASTLE POINT AND ROCHFORD,2022,6,2.4254022988505746
1135.87,2022-06-01,472,19000,99G,NHS SOUTHEND,2022,6,2.4065042372881353
8472.36,2022-06-01,3675,146879,A3A8R,NHS NORTH EAST LONDON,2022,6,2.3054040816326533
4922.29,2022-06-01,2274,81937,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2022,6,2.164595426561126
3801.22,2022-06-01,1550,60078,D2P2L,NHS BLACK COUNTRY,2022,6,2.4524
3276.79,2022-06-01,1432,56178,D4U1Y,NHS FRIMLEY,2022,6,2.2882611731843574
6229.33,2022-06-01,2709,99467,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2022,6,2.299494278331488
4873.1,2022-06-01,2156,79888,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2022,6,2.2602504638218925
1728.09,2022-06-01,693,28215,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2022,6,2.4936363636363637
7511.58,2022-06-01,3205,125253,W2U3Z,NHS NORTH WEST LONDON,2022,6,2.3437067082683307
1556.42,2022-06-01,631,26037,X2C4Y,NHS KIRKLEES,2022,6,2.4665927099841523
1471.33,2022-07-01,611,22489,00L,NHS NORTHUMBERLAND,2022,7,2.4080687397708673
362.07,2022-07-01,159,5664,00N,NHS SOUTH TYNESIDE,2022,7,2.277169811320755
855.14,2022-07-01,368,16445,00P,NHS SUNDERLAND,2022,7,2.32375
503.58,2022-07-01,222,10550,00Q,NHS BLACKBURN WITH DARWEN,2022,7,2.268378378378378
786.82,2022-07-01,328,11920,00R,NHS BLACKPOOL,2022,7,2.3988414634146342
990.63,2022-07-01,360,18673,00T,NHS BOLTON,2022,7,2.75175
735.21,2022-07-01,285,12826,00V,NHS BURY,2022,7,2.579684210526316
616.62,2022-07-01,218,9411,00X,NHS CHORLEY AND SOUTH RIBBLE,2022,7,2.8285321100917433
1009.69,2022-07-01,421,21453,00Y,NHS OLDHAM,2022,7,2.398313539192399
1133.19,2022-07-01,488,18848,01A,NHS EAST LANCASHIRE,2022,7,2.322110655737705
864.24,2022-07-01,348,16878,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2022,7,2.483448275862069
805.37,2022-07-01,328,16206,01E,NHS GREATER PRESTON,2022,7,2.455396341463415
347.19,2022-07-01,159,6291,01F,NHS HALTON,2022,7,2.1835849056603776
1223.44,2022-07-01,446,22961,01G,NHS SALFORD,2022,7,2.743139013452915
1563.45,2022-07-01,667,23959,01H,NHS NORTH CUMBRIA,2022,7,2.34400299850075
332.4,2022-07-01,157,5380,01J,NHS KNOWSLEY,2022,7,2.1171974522292993
1863.72,2022-07-01,766,30642,01K,NHS MORECAMBE BAY,2022,7,2.4330548302872064
456.24,2022-07-01,210,7144,01T,NHS SOUTH SEFTON,2022,7,2.1725714285714286
436.38,2022-07-01,174,6519,01V,NHS SOUTHPORT AND FORMBY,2022,7,2.5079310344827586
1134.51,2022-07-01,476,21721,01W,NHS STOCKPORT,2022,7,2.383424369747899
463.33,2022-07-01,206,6436,01X,NHS ST HELENS,2022,7,2.2491747572815535
491.68,2022-07-01,207,10324,01Y,NHS TAMESIDE AND GLOSSOP,2022,7,2.3752657004830917
1033.27,2022-07-01,438,20051,02A,NHS TRAFFORD,2022,7,2.3590639269406393
656.85,2022-07-01,285,10932,02E,NHS WARRINGTON,2022,7,2.3047368421052634
265.51,2022-07-01,127,3874,02G,NHS WEST LANCASHIRE,2022,7,2.0906299212598425
1332.06,2022-07-01,564,23442,02H,NHS WIGAN BOROUGH,2022,7,2.3618085106382978
944.88,2022-07-01,442,13870,02M,NHS FYLDE AND WYRE,2022,7,2.137737556561086
902.2,2022-07-01,370,13777,02P,NHS BARNSLEY,2022,7,2.4383783783783786
217.28,2022-07-01,97,2736,02Q,NHS BASSETLAW,2022,7,2.24
588.9,2022-07-01,259,10099,02T,NHS CALDERDALE,2022,7,2.2737451737451737
980.23,2022-07-01,375,15134,02X,NHS DONCASTER,2022,7,2.6139466666666666
887.75,2022-07-01,379,14663,02Y,NHS EAST RIDING OF YORKSHIRE,2022,7,2.3423482849604222
819.02,2022-07-01,379,12950,03F,NHS HULL,2022,7,2.1610026385224272
625.59,2022-07-01,267,9783,03H,NHS NORTH EAST LINCOLNSHIRE,2022,7,2.343033707865169
795.1,2022-07-01,289,10974,03K,NHS NORTH LINCOLNSHIRE,2022,7,2.75121107266436
1018.51,2022-07-01,424,14713,03L,NHS ROTHERHAM,2022,7,2.4021462264150943
2956.31,2022-07-01,1214,51398,03N,NHS SHEFFIELD,2022,7,2.4351812191103788
235.68,2022-07-01,111,3522,03Q,NHS VALE OF YORK,2022,7,2.1232432432432433
1336.82,2022-07-01,576,20883,03R,NHS WAKEFIELD,2022,7,2.3208680555555556
2393.29,2022-07-01,951,40307,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2022,7,2.516603575184017
1686.17,2022-07-01,701,29432,04C,NHS LEICESTER CITY,2022,7,2.4053780313837376
2428.82,2022-07-01,1095,37226,04V,NHS WEST LEICESTERSHIRE,2022,7,2.2181004566210047
579.16,2022-07-01,235,9902,04Y,NHS CANNOCK CHASE,2022,7,2.464510638297872
857.58,2022-07-01,354,13190,05D,NHS EAST STAFFORDSHIRE,2022,7,2.422542372881356
1072.66,2022-07-01,411,17269,05G,NHS NORTH STAFFORDSHIRE,2022,7,2.6098783454987835
839,2022-07-01,383,12575,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2022,7,2.1906005221932117
779,2022-07-01,336,10882,05V,NHS STAFFORD AND SURROUNDS,2022,7,2.318452380952381
1222.71,2022-07-01,447,20406,05W,NHS STOKE ON TRENT,2022,7,2.7353691275167784
5607.73,2022-07-01,2224,88178,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2022,7,2.5214613309352516
2933.62,2022-07-01,1170,47112,06K,NHS EAST AND NORTH HERTFORDSHIRE,2022,7,2.507367521367521
1306.97,2022-07-01,569,20190,06L,NHS IPSWICH AND EAST SUFFOLK,2022,7,2.2969595782073813
2635.74,2022-07-01,1063,45580,06N,NHS HERTS VALLEYS,2022,7,2.479529633113829
1921.42,2022-07-01,855,29276,06Q,NHS MID ESSEX,2022,7,2.2472748538011698
2140.01,2022-07-01,912,34958,06T,NHS NORTH EAST ESSEX,2022,7,2.3465021929824563
709.68,2022-07-01,263,10169,07G,NHS THURROCK,2022,7,2.698403041825095
1884.16,2022-07-01,756,29646,07H,NHS WEST ESSEX,2022,7,2.4922751322751324
1606.47,2022-07-01,700,21255,07K,NHS WEST SUFFOLK,2022,7,2.2949571428571427
1070.37,2022-07-01,487,14764,09D,NHS BRIGHTON AND HOVE,2022,7,2.19788501026694
3127.74,2022-07-01,1302,57534,10Q,NHS OXFORDSHIRE,2022,7,2.4022580645161287
819.95,2022-07-01,342,13319,10R,NHS PORTSMOUTH,2022,7,2.397514619883041
2832.44,2022-07-01,1212,38999,11J,NHS DORSET,2022,7,2.336996699669967
2647.25,2022-07-01,1160,43687,11M,NHS GLOUCESTERSHIRE,2022,7,2.2821120689655174
2242.66,2022-07-01,975,36848,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2022,7,2.300164102564102
1124.3,2022-07-01,448,19052,11X,NHS SOMERSET,2022,7,2.509598214285714
1478.75,2022-07-01,670,23341,12F,NHS WIRRAL,2022,7,2.207089552238806
1840.65,2022-07-01,768,29816,13T,NHS NEWCASTLE GATESHEAD,2022,7,2.3966796875000003
2181.54,2022-07-01,906,40365,14L,NHS MANCHESTER,2022,7,2.407880794701987
2517.39,2022-07-01,1100,39968,14Y,NHS BUCKINGHAMSHIRE,2022,7,2.2885363636363634
1846.32,2022-07-01,753,32303,15A,NHS BERKSHIRE WEST,2022,7,2.4519521912350597
3271.25,2022-07-01,1474,51482,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2022,7,2.219301221166893
5934.93,2022-07-01,2383,98768,15E,NHS BIRMINGHAM AND SOLIHULL,2022,7,2.49052874527906
2255.19,2022-07-01,958,37581,15F,NHS LEEDS,2022,7,2.354060542797495
3895.27,2022-07-01,1751,65359,15M,NHS DERBY AND DERBYSHIRE,2022,7,2.2245973729297543
6008.23,2022-07-01,2491,101183,15N,NHS DEVON,2022,7,2.4119751103974307
2532.47,2022-07-01,1082,39493,16C,NHS TEES VALLEY,2022,7,2.3405452865064693
4797.03,2022-07-01,2054,73174,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2022,7,2.3354576436222003
4660.99,2022-07-01,2006,66385,26A,NHS NORFOLK AND WAVENEY,2022,7,2.3235244267198403
2135.33,2022-07-01,872,35412,27D,NHS CHESHIRE,2022,7,2.4487729357798163
1545.68,2022-07-01,628,26962,36J,NHS BRADFORD DISTRICT AND CRAVEN,2022,7,2.4612738853503187
5706.22,2022-07-01,2427,95453,36L,NHS SOUTH WEST LONDON,2022,7,2.3511413267408323
1031.16,2022-07-01,426,17115,42D,NHS NORTH YORKSHIRE,2022,7,2.42056338028169
3394.87,2022-07-01,1483,57013,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2022,7,2.289190829399865
3720.18,2022-07-01,1595,55954,70F,NHS WEST SUSSEX,2022,7,2.332401253918495
4203.49,2022-07-01,1882,66129,71E,NHS LINCOLNSHIRE,2022,7,2.2335228480340064
7026.71,2022-07-01,2955,120817,72Q,NHS SOUTH EAST LONDON,2022,7,2.3779052453468696
2991.46,2022-07-01,1204,46236,78H,NHS NORTHAMPTONSHIRE,2022,7,2.4846013289036546
2222.28,2022-07-01,909,33618,84H,NHS COUNTY DURHAM,2022,7,2.444752475247525
7596.68,2022-07-01,3233,126008,91Q,NHS KENT AND MEDWAY,2022,7,2.3497309000927933
4564.76,2022-07-01,1951,74862,92A,NHS SURREY HEARTLANDS,2022,7,2.3397027165556126
3731.66,2022-07-01,1613,54234,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2022,7,2.313490390576565
4947.06,2022-07-01,2103,82095,93C,NHS NORTH CENTRAL LONDON,2022,7,2.3523823109843085
2096.69,2022-07-01,913,34445,97R,NHS EAST SUSSEX,2022,7,2.2964841182913474
1645.15,2022-07-01,744,28898,99A,NHS LIVERPOOL,2022,7,2.21122311827957
840.12,2022-07-01,334,14484,99C,NHS NORTH TYNESIDE,2022,7,2.5153293413173654
1102.41,2022-07-01,477,16815,99E,NHS BASILDON AND BRENTWOOD,2022,7,2.3111320754716984
1209.38,2022-07-01,472,18915,99F,NHS CASTLE POINT AND ROCHFORD,2022,7,2.5622457627118647
1116.73,2022-07-01,449,17312,99G,NHS SOUTHEND,2022,7,2.487149220489978
8539.97,2022-07-01,3600,146649,A3A8R,NHS NORTH EAST LONDON,2022,7,2.3722138888888886
5315.33,2022-07-01,2317,84154,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2022,7,2.294056970220112
4056.69,2022-07-01,1610,64070,D2P2L,NHS BLACK COUNTRY,2022,7,2.5196832298136647
3577.43,2022-07-01,1485,59424,D4U1Y,NHS FRIMLEY,2022,7,2.409043771043771
6259.72,2022-07-01,2759,96084,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2022,7,2.2688365349764408
5083.94,2022-07-01,2246,78527,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2022,7,2.263552983081033
1834,2022-07-01,712,29053,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2022,7,2.5758426966292136
7504.75,2022-07-01,3123,118276,W2U3Z,NHS NORTH WEST LONDON,2022,7,2.4030579570925394
1454.38,2022-07-01,622,21740,X2C4Y,NHS KIRKLEES,2022,7,2.3382315112540195
1642.86,2022-08-01,681,25268,00L,NHS NORTHUMBERLAND,2022,8,2.4124229074889865
357.37,2022-08-01,162,4769,00N,NHS SOUTH TYNESIDE,2022,8,2.2059876543209875
915.37,2022-08-01,395,17088,00P,NHS SUNDERLAND,2022,8,2.3173924050632912
528.67,2022-08-01,242,8286,00Q,NHS BLACKBURN WITH DARWEN,2022,8,2.1845867768595038
666.96,2022-08-01,302,9527,00R,NHS BLACKPOOL,2022,8,2.208476821192053
1065.27,2022-08-01,411,16534,00T,NHS BOLTON,2022,8,2.591897810218978
579.58,2022-08-01,247,10766,00V,NHS BURY,2022,8,2.3464777327935225
652.67,2022-08-01,251,10532,00X,NHS CHORLEY AND SOUTH RIBBLE,2022,8,2.6002788844621514
991.89,2022-08-01,404,18529,00Y,NHS OLDHAM,2022,8,2.4551732673267326
996.26,2022-08-01,439,16537,01A,NHS EAST LANCASHIRE,2022,8,2.269384965831435
731.71,2022-08-01,321,12873,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2022,8,2.2794704049844237
724.46,2022-08-01,316,13134,01E,NHS GREATER PRESTON,2022,8,2.292594936708861
419.25,2022-08-01,190,7343,01F,NHS HALTON,2022,8,2.206578947368421
1237.1,2022-08-01,453,24758,01G,NHS SALFORD,2022,8,2.730905077262693
1475.78,2022-08-01,668,19886,01H,NHS NORTH CUMBRIA,2022,8,2.209251497005988
399.65,2022-08-01,194,5331,01J,NHS KNOWSLEY,2022,8,2.0600515463917524
1823.8,2022-08-01,740,29332,01K,NHS MORECAMBE BAY,2022,8,2.4645945945945944
519.27,2022-08-01,232,8541,01T,NHS SOUTH SEFTON,2022,8,2.2382327586206894
373.52,2022-08-01,161,6398,01V,NHS SOUTHPORT AND FORMBY,2022,8,2.32
957.68,2022-08-01,414,16942,01W,NHS STOCKPORT,2022,8,2.3132367149758455
448.79,2022-08-01,183,6350,01X,NHS ST HELENS,2022,8,2.4524043715846995
411.43,2022-08-01,178,8155,01Y,NHS TAMESIDE AND GLOSSOP,2022,8,2.3114044943820224
1136.48,2022-08-01,467,19716,02A,NHS TRAFFORD,2022,8,2.433576017130621
683.84,2022-08-01,293,11232,02E,NHS WARRINGTON,2022,8,2.333924914675768
314.79,2022-08-01,121,5645,02G,NHS WEST LANCASHIRE,2022,8,2.6015702479338843
1441.03,2022-08-01,582,23720,02H,NHS WIGAN BOROUGH,2022,8,2.475996563573883
890.75,2022-08-01,434,12810,02M,NHS FYLDE AND WYRE,2022,8,2.0524193548387095
916.75,2022-08-01,356,14464,02P,NHS BARNSLEY,2022,8,2.5751404494382024
375.47,2022-08-01,151,5052,02Q,NHS BASSETLAW,2022,8,2.4865562913907286
692.64,2022-08-01,287,11874,02T,NHS CALDERDALE,2022,8,2.4133797909407666
920.48,2022-08-01,392,15283,02X,NHS DONCASTER,2022,8,2.3481632653061224
966.71,2022-08-01,417,14139,02Y,NHS EAST RIDING OF YORKSHIRE,2022,8,2.3182494004796164
823.52,2022-08-01,380,12174,03F,NHS HULL,2022,8,2.167157894736842
678.42,2022-08-01,295,9906,03H,NHS NORTH EAST LINCOLNSHIRE,2022,8,2.2997288135593217
795.31,2022-08-01,343,11329,03K,NHS NORTH LINCOLNSHIRE,2022,8,2.3186880466472304
1011.22,2022-08-01,421,15926,03L,NHS ROTHERHAM,2022,8,2.4019477434679337
2801.62,2022-08-01,1190,45593,03N,NHS SHEFFIELD,2022,8,2.354302521008403
283.03,2022-08-01,119,4300,03Q,NHS VALE OF YORK,2022,8,2.3784033613445374
1339.93,2022-08-01,603,20340,03R,NHS WAKEFIELD,2022,8,2.222106135986733
2199.4,2022-08-01,902,34581,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2022,8,2.438359201773836
1724.99,2022-08-01,720,30614,04C,NHS LEICESTER CITY,2022,8,2.3958194444444443
2581,2022-08-01,1143,39236,04V,NHS WEST LEICESTERSHIRE,2022,8,2.258092738407699
627.47,2022-08-01,276,9510,04Y,NHS CANNOCK CHASE,2022,8,2.2734420289855075
775.7,2022-08-01,359,11206,05D,NHS EAST STAFFORDSHIRE,2022,8,2.160724233983287
958.71,2022-08-01,406,14994,05G,NHS NORTH STAFFORDSHIRE,2022,8,2.3613546798029557
822.6,2022-08-01,365,11904,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2022,8,2.2536986301369866
754.65,2022-08-01,314,11420,05V,NHS STAFFORD AND SURROUNDS,2022,8,2.403343949044586
951.09,2022-08-01,400,15995,05W,NHS STOKE ON TRENT,2022,8,2.377725
5406.45,2022-08-01,2079,81270,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2022,8,2.6005050505050504
2767.68,2022-08-01,1143,41512,06K,NHS EAST AND NORTH HERTFORDSHIRE,2022,8,2.4214173228346456
1442.87,2022-08-01,610,21819,06L,NHS IPSWICH AND EAST SUFFOLK,2022,8,2.365360655737705
2621.41,2022-08-01,1038,42153,06N,NHS HERTS VALLEYS,2022,8,2.525443159922929
1839.79,2022-08-01,813,28664,06Q,NHS MID ESSEX,2022,8,2.2629643296432964
2102.51,2022-08-01,869,32050,06T,NHS NORTH EAST ESSEX,2022,8,2.4194591484464905
563.96,2022-08-01,230,8668,07G,NHS THURROCK,2022,8,2.452
1717.75,2022-08-01,724,25046,07H,NHS WEST ESSEX,2022,8,2.372582872928177
1616.06,2022-08-01,702,21291,07K,NHS WEST SUFFOLK,2022,8,2.302079772079772
1101.95,2022-08-01,482,16684,09D,NHS BRIGHTON AND HOVE,2022,8,2.286203319502075
2980.3,2022-08-01,1306,49990,10Q,NHS OXFORDSHIRE,2022,8,2.2820061255742727
898.5,2022-08-01,398,14093,10R,NHS PORTSMOUTH,2022,8,2.257537688442211
3008.45,2022-08-01,1281,42784,11J,NHS DORSET,2022,8,2.3485167837626855
2787.81,2022-08-01,1231,43402,11M,NHS GLOUCESTERSHIRE,2022,8,2.2646709991876524
2265.16,2022-08-01,976,36932,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2022,8,2.3208606557377047
1041.48,2022-08-01,450,16469,11X,NHS SOMERSET,2022,8,2.3144
1286.83,2022-08-01,583,19633,12F,NHS WIRRAL,2022,8,2.207255574614065
1880.36,2022-08-01,788,30331,13T,NHS NEWCASTLE GATESHEAD,2022,8,2.386243654822335
2067.79,2022-08-01,867,37874,14L,NHS MANCHESTER,2022,8,2.3849942329873124
2428.33,2022-08-01,1119,38021,14Y,NHS BUCKINGHAMSHIRE,2022,8,2.170089365504915
2080.66,2022-08-01,884,34830,15A,NHS BERKSHIRE WEST,2022,8,2.3536877828054297
